00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2167                  167
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                34836                  193
3834cf70, c7cb308f, e8740cd0, 178bf32f, 0, 1, 20a8dc40, df5723bf, 1, 0,                35051                  215
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                35245                  194
7e7da1fc, 81825e03, 55f6adab, aa095254, 0, 1, d4744fa7, 2b8bb058, 0, 1,                35463                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                35658                  195
49fd6f93, b602906c, 6e5daddc, 91a25223, 0, 1, b85b1d6f, 47a4e290, 0, 1,                35901                  243
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                36095                  194
8c655e18, 739aa1e7, fedf72fd, 01208d02, 1, 0, 8b44d116, 74bb2ee9, 1, 0,                36316                  221
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                36511                  195
ef3ce8de, 10c31721, 2b0eed56, d4f112a9, 0, 1, 1a4bd634, e5b429cb, 1, 0,                36707                  196
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                36901                  194
92299024, 6dd66fdb, b3d97667, 4c268998, 0, 1, 4603068b, b9fcf974, 1, 0,                37166                  265
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                37359                  193
b6e6346d, 4919cb92, 5b6fb9b6, a4904649, 0, 1, 1255ee23, edaa11dc, 1, 0,                37576                  217
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                37771                  195
5aa31fb5, a55ce04a, 3cd18779, c32e7886, 0, 1, 9774a72e, 688b58d1, 0, 1,                37991                  220
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                38184                  193
f9d09ef3, 062f610c, 4a74bf94, b58b406b, 1, 0, 44455e88, bbbaa177, 1, 0,                38399                  215
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                38593                  194
4057c980, bfa8367f, 823f2c04, 7dc0d3fb, 1, 0, c296f585, 3d690a7a, 0, 1,                38805                  212
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                38999                  194
c16b9682, 3e94697d, 6dcb69db, 92349624, 1, 0, 2f37005e, d0c8ffa1, 1, 0,                39331                  332
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                39526                  195
ede48adb, 121b7524, 6cb0b7d9, 934f4826, 1, 0, 5a9542b5, a56abd4a, 1, 0,                39765                  239
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                39958                  193
a3cd9c47, 5c3263b8, bb45e276, 44ba1d89, 0, 1, 5f137ebd, a0ec8142, 1, 0,                40247                  289
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                40440                  193
3747016e, c8b8fe91, 5b172db6, a4e8d249, 1, 0, 925e2f25, 6da1d0da, 0, 1,                40641                  201
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                40836                  195
dd561cba, 22a9e345, a3071a46, 5cf8e5b9, 0, 1, 805d3700, 7fa2c8ff, 1, 0,                41122                  286
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                41316                  194
b8ddbe71, 4722418e, 7bd261f7, 842d9e08, 1, 0, 34b02069, cb4fdf96, 1, 0,                41604                  288
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                41798                  194
08da4f11, f725b0ee, da6ebab4, 2591454b, 0, 1, e34909c5, 1cb6f63a, 0, 1,                42036                  238
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                42230                  194
7ab7b7f5, 8548480a, 147cd928, eb8326d7, 1, 0, 8f34911e, 70cb6ee1, 0, 1,                42448                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                42641                  193
4e15179c, b1eae863, e3c530c7, 1c3acf38, 0, 1, 31da4863, ce25b79c, 1, 0,                42864                  223
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                43057                  193
ae8a965d, 517569a2, 8477e408, 7b881bf7, 0, 1, 33027a65, ccfd859a, 1, 0,                43341                  284
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                43533                  192
62d1e3c5, 9d2e1c3a, fea7a6fd, 01585902, 1, 0, 61798ac3, 9e86753c, 1, 0,                43754                  221
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                43947                  193
ac682658, 5397d9a7, 8e37901c, 71c86fe3, 0, 1, 3a9fb674, c560498b, 1, 0,                44240                  293
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                44434                  194
7e0a91fc, 81f56e03, ed3408da, 12cbf725, 1, 0, 6b3e9ad7, 94c16528, 1, 0,                44696                  262
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                44890                  194
060aad0c, f9f552f3, 334ea766, ccb15899, 0, 1, 39595472, c6a6ab8d, 0, 1,                45090                  200
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                45284                  194
0cf04519, f30fbae6, b9f50473, 460afb8c, 0, 1, c6e5498c, 391ab673, 0, 1,                45481                  197
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                45674                  193
d2504ca4, 2dafb35b, 2f3ab35e, d0c54ca1, 0, 1, 018b0002, fe74fffd, 1, 0,                46122                  448
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                46317                  195
c8975291, 3768ad6e, 6a8e05d5, 9571fa2a, 0, 1, 33255866, ccdaa799, 1, 0,                46535                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                46727                  192
a23d6044, 5dc29fbb, dcf000b9, 230fff46, 1, 0, 7f2d60fe, 80d29f01, 1, 0,                47017                  290
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                47211                  194
67be1dcf, 9841e230, 4b273796, b4d8c869, 0, 1, b2e55565, 4d1aaa9a, 0, 1,                47409                  198
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                47602                  193
d69de2ad, 29621d52, 13259f26, ecda60d9, 0, 1, e9c381d3, 163c7e2c, 0, 1,                47868                  266
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                48061                  193
c2e6ee85, 3d19117a, 3e99837d, c1667c82, 0, 1, 01807202, fe7f8dfd, 1, 0,                48371                  310
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                48564                  193
b91dca72, 46e2358d, 43615786, bc9ea879, 0, 1, fc7f21f8, 0380de07, 0, 1,                48828                  264
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                49020                  192
89bcdc13, 764323ec, 3f5a9b7e, c0a56481, 1, 0, c9177792, 36e8886d, 0, 1,                49240                  220
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                49433                  193
bd70687a, 428f9785, e7c3b6cf, 183c4930, 1, 0, a5341f4a, 5acbe0b5, 1, 0,                49676                  243
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                49871                  195
cf7baa9e, 30845561, fd28e4fa, 02d71b05, 1, 0, cca48f99, 335b7066, 1, 0,                50084                  213
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                50278                  194
16decb2d, e92134d2, 0b940917, f46bf6e8, 1, 0, 2272d445, dd8d2bba, 0, 1,                50496                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                50688                  192
68d2abd1, 972d542e, 43779186, bc886e79, 0, 1, ac4a3d57, 53b5c2a8, 0, 1,                50906                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                51098                  192
4c551998, b3aae667, 7a8c59f5, 8573a60a, 1, 0, c6e1738e, 391e8c71, 0, 1,                51300                  202
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                51493                  193
887a9610, 778569ef, 949a8a29, 6b6575d6, 1, 0, 1d15203a, e2eadfc5, 1, 0,                51715                  222
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                51908                  193
18c6f931, e73906ce, e2e574c5, 1d1a8b3a, 0, 1, fbac6df6, 04539209, 0, 1,                52171                  263
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                52365                  194
e87676d0, 1789892f, 25b27b4b, da4d84b4, 1, 0, 0e28f21c, f1d70de3, 1, 0,                52583                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                52776                  193
9f82ec3f, 607d13c0, f622e6ec, 09dd1913, 0, 1, 95a5d32b, 6a5a2cd4, 1, 0,                52973                  197
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                53166                  193
4cb77d99, b3488266, 2758d14e, d8a72eb1, 0, 1, 74104ee7, 8befb118, 0, 1,                53431                  265
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                53624                  193
3bccb377, c4334c88, 549efda9, ab610256, 1, 0, 906bb121, 6f944ede, 0, 1,                53862                  238
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                54057                  195
f89beaf1, 0764150e, 070bb90e, f8f446f1, 0, 1, ffa7a3ff, 00585c00, 0, 1,                54411                  354
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                54604                  193
e8d6a2d1, 17295d2e, cfd6c09f, 30293f60, 0, 1, b8ad6370, 47529c8f, 1, 0,                54824                  220
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                55017                  193
fb80eaf7, 047f1508, 155a1d2a, eaa5e2d5, 1, 0, 10db0822, ef24f7dd, 1, 0,                55283                  266
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                55478                  195
daf214b5, 250deb4a, 4f75ff9e, b08a0061, 0, 1, 2a681453, d597ebac, 1, 0,                55767                  289
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                55962                  195
b15f7462, 4ea08b9d, bccfa879, 43305786, 0, 1, 6e2f1cdb, 91d0e324, 1, 0,                56177                  215
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                56371                  194
548eb7a9, ab714856, 652345ca, 9adcba35, 1, 0, b9b1fd74, 464e028b, 0, 1,                56631                  260
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                56823                  192
ab2c2a56, 54d3d5a9, 35a0c96b, ca5f3694, 1, 0, e0ccf3c2, 1f330c3d, 0, 1,                57065                  242
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                57258                  193
7960fbf2, 869f040d, 5b0bddb6, a4f42249, 0, 1, d46cd9a8, 2b932657, 0, 1,                57455                  197
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                57649                  194
17723f2e, e88dc0d1, 6216abc4, 9de9543b, 1, 0, 7988eaf3, 8677150c, 0, 1,                57868                  219
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                58060                  192
